Name,Price,Grammage,IsOffer,Category,Price (EUR/ Kg),net_carbs,sugar,fiber,saturated_fat,protein,energy,carbohydrates,sodium,calcium,monounsaturated_fat,vitamin_c,cholesterol,fat,iron,polyunsaturated_fat,potassium,vitamin_a,grams,trans_fat,energy (kcal),Search Result Name,Search Result Brand,vitamin_d,sugar_alcohols,added_sugars
Hitschler Fruchtgummi-Schnüre 4 Farben 125g,"0,99 €","125g (1 kg = 7,92 €)",True,Süßes & Salziges,7.92,78.0,,,,3.0,"{'unit': 'calories', 'value': 355.0}",78.0,,,,,,3.0,,,,,1.0,,355.0,Erdbeer Schnüre Fruchtgummi,Hitschler,,,
Lotus Biscoff Kekse 250g,"1,79 €","250g (1 kg = 7,16 €)",False,Süßes & Salziges,7.16,5.7,3.0,,0.6,0.4,"{'unit': 'calories', 'value': 38.0}",5.7,,,,,,1.5,,,,,1.0,,38.0,Biscoff Kekse,Lotus,,,
Lorenz Naturals Kartoffelchips Leicht 80g,"2,19 €","80g (1 kg = 27,38 €)",False,Süßes & Salziges,27.38,59.0,,,2.0,6.3,"{'unit': 'calories', 'value': 503.0}",59.0,,,,,,26.0,,,,,1.0,,503.0,Kartoffelchips,Lorenz,,,
Huober Bio Knusperbrezel 175g,"1,79 €","175g (1 kg = 10,23 €)",False,Süßes & Salziges,10.23,70.9,0.0,3.1,2.8,10.9,"{'unit': 'calories', 'value': 389.0}",74.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,389.0,Schwäbische Knusperbrezel,Huober,,,
Lay's Chips gesalzen 150g,"1,99 €","150g (1 kg = 13,27 €)",False,Süßes & Salziges,13.27,16.0,0.2,1.4,0.7,1.7,"{'unit': 'calories', 'value': 151.0}",17.4,,,,,,8.4,,,,,1.0,,151.0,Chips Gesalzen,Lay's,,,
Prinzen Rolle Doppelkekse Kakao 400g,"2,29 €","400g (1 kg = 5,73 €)",False,Süßes & Salziges,5.73,68.0,31.0,3.3,11.0,5.8,"{'unit': 'calories', 'value': 473.0}",71.3,,,,,,19.0,,,,,1.0,,473.0,Doppelkekse Mit 46% Kakaocremefüllung,Prinzen Rolle,,,
Lorenz Saltletts Sticks Classic 250g,"2,19 €","250g (1 kg = 8,76 €)",False,Süßes & Salziges,8.76,71.0,,4.0,0.8,12.0,"{'unit': 'calories', 'value': 393.0}",75.0,1800.0,,,,,5.9,,,,,1.0,,393.0,saltletts sticks,lorenz,,,
Lorenz Naturals Kartoffelchips Meersalz...,"2,19 €","95g (1 kg = 23,05 €)",False,Süßes & Salziges,23.05,57.0,2.1,0.0,2.75,6.0,"{'unit': 'calories', 'value': 578.0}",57.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,578.0,Kartoffelchips mit  Meersalz,Lorenz Naturals,,,
Haribo Fruchtgummi Tropifrutti 175g,"1,19 €","175g (1 kg = 6,80 €)",False,Süßes & Salziges,6.8,82.0,63.0,0.0,0.1,4.5,"{'unit': 'calories', 'value': 349.0}",82.0,3.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,349.0,Haribo,Tropifrutti,,,
Kinder Bueno 10 Stück,"3,79 €","10x21,50g (1 kg = 17,63 €)",False,Süßes & Salziges,17.63,49.5,,,,8.6,"{'unit': 'calories', 'value': 572.0}",49.5,,,,,,37.3,,,,,1.0,,572.0,Kinder Bueno,Kinder Bueno,,,
Leibniz Butterkeks 200g,"1,89 €","200g (1 kg = 9,45 €)",False,Süßes & Salziges,9.45,75.0,23.0,2.6,6.8,7.7,"{'unit': 'calories', 'value': 435.0}",77.6,600.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,435.0,Butterkeks,Leibniz,,,
Wasa Tasty Snacks Sea Salt Crackers 180g,"2,99 €","180g (1 kg = 16,61 €)",False,Süßes & Salziges,16.61,9.5,0.5,0.9,0.2,1.8,"{'unit': 'calories', 'value': 62.0}",10.4,0.15,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,62.0,Sesame & Sea Salt,Wasa Tasty Snacks,,,
Toffifee 125g,"1,49 €","125g (1 kg = 11,92 €)",False,Süßes & Salziges,11.92,59.0,12.7,,28.8,6.0,"{'unit': 'calories', 'value': 522.0}",59.0,,,,,,82.8,,,,,1.0,,522.0,125g,toffifee,,,
REWE Bio Mandeln 200g,"2,29 €","200g (1 kg = 11,45 €)",False,Süßes & Salziges,11.45,5.7,3.4,,4.1,24.0,"{'unit': 'calories', 'value': 619.0}",5.7,,,,,,53.0,,,,,1.0,,619.0,Mandeln,Rewe Bio,,,
Lorenz Saltletts Brezel 200g,"2,19 €","200g (1 kg = 10,95 €)",False,Süßes & Salziges,10.95,69.0,2.7,,0.8,12.0,"{'unit': 'calories', 'value': 399.0}",69.0,4100.0,,,,,7.5,,,,,1.0,,399.0,Saltletts Brezel,Lorenz,,,
Kinder Schoko-Bons 300g,"4,69 €","300g (1 kg = 15,63 €)",False,Süßes & Salziges,15.63,3.0,3.0,,1.0,1.0,"{'unit': 'calories', 'value': 35.0}",3.0,5.0,,,,2.0,2.0,,,,,1.0,,35.0,Kinder Schoko-bons,Kinder Schoko-bons,,,
Lorenz Naturals Kartoffelchips Balsamic...,"2,19 €","95g (1 kg = 23,05 €)",False,Süßes & Salziges,23.05,59.0,,,2.0,6.3,"{'unit': 'calories', 'value': 503.0}",59.0,,,,,,26.0,,,,,1.0,,503.0,Kartoffelchips,Lorenz,,,
"Hanuta 220g, 10 Stück","2,79 €","10x22g (1 kg = 12,68 €)",False,Süßes & Salziges,12.68,11.6,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 115.0}",11.6,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,1.0,0.0,115.0,Hanuta,Hanuta,,,
"Kinder Riegel 10 Riegel, 210g","2,79 €","10x21g (1 kg = 13,29 €)",False,Süßes & Salziges,13.29,53.5,53.5,,22.6,8.7,"{'unit': 'calories', 'value': 566.0}",53.5,,,,,,35.0,,,,,1.0,,566.0,kinder,kinder Riegel,,,
Leibniz Butterkeks Choco Vollmilch 125g,"1,99 €","125g (1 kg = 15,92 €)",False,Süßes & Salziges,15.92,61.0,41.0,3.2,16.0,7.5,"{'unit': 'calories', 'value': 505.0}",64.2,,,,,,25.0,,,,,1.0,,505.0,Vollmilch Choco Butterkeks,Leibniz,,,
"Super Dickmann's 250g, 9 Stück","2,29 €","250g (1 kg = 9,16 €)",False,Süßes & Salziges,9.16,62.9,50.3,0.0,13.0,3.7,"{'unit': 'calories', 'value': 402.0}",62.9,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,402.0,Kokos Küsse,Super Dickmann's,,,
REWE Beste Wahl Noir Schokolade 100g,"1,19 €","100g (1 kg = 11,90 €)",False,Süßes & Salziges,11.9,26.1,18.3,,29.5,8.2,"{'unit': 'calories', 'value': 600.0}",26.1,,,,,,48.8,,,,,1.0,,600.0,Schokolade Noir,Rewe beste Wahl,,,
Knoppers Goodies 180g,"2,99 €","180g (1 kg = 16,61 €)",False,Süßes & Salziges,16.61,54.7,46.9,,18.1,8.5,"{'unit': 'calories', 'value': 542.0}",54.7,0.51,,,,,31.7,,,,,1.0,,542.0,Goodies,Knoppers,,,
Funny-frisch Pom-Bär Original 75g,"1,69 €","75g (1 kg = 22,53 €)",False,Süßes & Salziges,22.53,61.0,1.2,,2.5,3.1,"{'unit': 'calories', 'value': 513.0}",61.0,,,2.5,,,28.0,,23.0,,,1.0,,513.0,Pom-bär Original,Funny-frisch,,,
Seeberger Mangos ungezuckert 100g,"3,99 €","100g (1 kg = 39,90 €)",False,Süßes & Salziges,39.9,70.0,46.0,,0.3,2.1,"{'unit': 'calories', 'value': 317.0}",70.0,0.1,,,,0.0,0.7,,,,,1.0,,317.0,Mango (Ungezuckert),Seeberger,,,
Ritter Sport Nugat 100g,"1,49 €","100g (1 kg = 14,90 €)",False,Süßes & Salziges,14.9,53.0,51.0,,15.0,7.4,"{'unit': 'calories', 'value': 560.0}",53.0,130.0,,,,,35.0,,,,,1.0,,560.0,Nugat (100g),Ritter Sport,,,
Knoppers 8x25g,"2,19 €","8x25g (1 kg = 10,95 €)",False,Süßes & Salziges,10.95,12.6,8.6,0.0,4.7,2.5,"{'unit': 'calories', 'value': 137.0}",12.6,50.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,1.0,0.0,137.0,Knoppers,Knoppers,,,
Haribo Fruchtgummi Goldbären 175g,"1,19 €","175g (1 kg = 6,80 €)",False,Süßes & Salziges,6.8,77.0,46.0,,0.1,6.9,"{'unit': 'calories', 'value': 343.0}",77.0,,,,,,0.5,,,,,1.0,,343.0,Goldbären 175g,Haribo,,,
"Duplo 182g, 10 Stück","2,79 €","10x18,20g (1 kg = 15,33 €)",False,Süßes & Salziges,15.33,23.888,0.128,1.44,5.7056,25.472,"{'unit': 'calories', 'value': 491.2}",25.328000000000003,950.4,1.76,12.376,1.6,88.0,32.576,7.37778,10.4176,401.6,0.512,160.0,0.1968,491.0,10 Stück Chicken Nuggets,,2.8,,
Yogurette Erdbeere 100g,"1,39 €","8x12,50g (1 kg = 13,90 €)",False,Süßes & Salziges,13.9,7.1,6.9,0.2,2.6,0.6,"{'unit': 'calories', 'value': 72.0}",7.3,0.007,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,72.0,Yogurette Erdbeere,Ferrero  12,,,
REWE Beste Wahl Soft Cookies Triple Chocolat...,"1,69 €","210g (1 kg = 8,05 €)",False,Süßes & Salziges,8.05,61.0,29.0,,12.0,5.4,"{'unit': 'calories', 'value': 478.0}",61.0,,,,,,23.0,,,,,1.0,,478.0,Soft Muffin Cookies triple chocolate,Rewe Beste Wahl,,,
REWE Bio Hafercookie 300g,"1,49 €","300g (1 kg = 4,97 €)",False,Süßes & Salziges,4.97,1.8,1.5,,0.1,2.7,"{'unit': 'calories', 'value': 26.0}",1.8,0.05,,,,,0.3,,,,,1.0,,26.0,Bio Broccoli 300g,REWE,,,
"Mini Dickmann's Schoko Trio 200g, 24 Stück","2,29 €","200g (1 kg = 11,45 €)",False,Süßes & Salziges,11.45,5.34,4.36,0.1,0.82,0.36,"{'unit': 'calories', 'value': 35.0}",5.4399999999999995,,,,,,1.34,,,,,1.0,,35.0,Schoko Strolche,Dickmann's,,,
REWE Bio Kakao 125g,"1,99 €","125g (1 kg = 15,92 €)",False,"Kaffee, Tee & Kakao",15.92,8.9,0.4,,12.6,19.4,"{'unit': 'calories', 'value': 370.0}",8.9,,,,,,21.0,,,,,1.0,,370.0,Bio Kakao,Rewe,,,
Melitta BellaCrema La Crema Ganze...,"13,99 €",1000g,False,"Kaffee, Tee & Kakao",,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 1.0}",0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,BellaCrema Espesso,Melitta,,,
Melitta BellaCrema Espresso Ganze...,"13,99 €",1000g,False,"Kaffee, Tee & Kakao",,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 1.0}",0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,BellaCrema Espesso,Melitta,,,
Kaba Kakao 400g,"2,49 €","400g (1 kg = 6,23 €)",False,"Kaffee, Tee & Kakao",6.23,80.5,78.0,6.9,1.7,4.7,"{'unit': 'calories', 'value': 380.0}",87.4,120.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1.0,0.0,380.0,Kakao,Kaba,,,
Melitta Manufaktur-Kaffee Caffè Crema Gan...,"11,99 €","500g (1 kg = 23,98 €)",False,"Kaffee, Tee & Kakao",23.98,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kaffee,Melitta,,,
Melitta Manufaktur-Kaffee Espresso Ganze...,"11,99 €","500g (1 kg = 23,98 €)",False,"Kaffee, Tee & Kakao",23.98,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kaffee,Melitta,,,
"Cupper Bio Tee Süßholz & Minze 30g, 20 Beutel","3,29 €","30g (1 kg = 109,67 €)",False,"Kaffee, Tee & Kakao",109.67,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Freude (Süßholz & Minze),Kirpa,,,
"Teekanne Italienische Limone 50g, 20 Beutel","1,95 €",50g (1 kg = 39 €),False,"Kaffee, Tee & Kakao",39.0,0.4,0.0,,0.0,0.0,"{'unit': 'calories', 'value': 2.0}",0.4,0.0,,0.0,,0.0,0.0,,0.0,,,1.0,0.0,2.0,Italienische Limone,Teekanne,,,
"Cupper Bio Tee Little Dreamer 30g, 20 Beutel","2,79 €",30g (1 kg = 93 €),True,"Kaffee, Tee & Kakao",93.0,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Weißer Tee,Cupper,,,
REWE Bio Röstkaffee gemahlen 500g,"5,25 €","500g (1 kg = 10,50 €)",False,"Kaffee, Tee & Kakao",10.5,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 6.0}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,"Röstkaffee, gemahlen in Kapseln",Delizio,,,
REWE Bio Caffè Crema ganze Bohne 1kg,"10,45 €",1000g,False,"Kaffee, Tee & Kakao",,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Caffe Crema ganze Bohne,kaufland,,,
Dallmayr Prodomo 500g,"7,49 €","500g (1 kg = 14,98 €)",False,"Kaffee, Tee & Kakao",14.98,0.6,0.0,1.2,,0.4,"{'unit': 'calories', 'value': 4.0}",1.7999999999999998,,2.0,,,,0.2,0.2,,,,1.0,,4.0,Filterkaffee,Dallmayr Prodomo,,,
REWE Bio Kamillen Tee 30g,"1,29 €",30g (1 kg = 43 €),False,"Kaffee, Tee & Kakao",43.0,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamillen Tee,Mivolis,,,
"Teekanne Mediterraner Pfirsich 50g, 20 Beutel","1,95 €",50g (1 kg = 39 €),False,"Kaffee, Tee & Kakao",39.0,0.3,0.2,0.0,0.0,0.1,"{'unit': 'calories', 'value': 2.0}",0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Mediterraner Pfirsich,Teekanne,,,
Melitta Auslese Klassisch Filterkaffee gemahlen...,"5,99 €","500g (1 kg = 11,98 €)",False,"Kaffee, Tee & Kakao",11.98,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 3.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Melitta Auslese (Klassisch-mild) Stärke 3,Rewe,,,
REWE Bio Fenchel-Anis-Kümmel Tee 40g,"1,29 €","40g (1 kg = 32,25 €)",False,"Kaffee, Tee & Kakao",32.25,0.0,,,,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,,,,,,0.0,,,,,1.0,,0.0,Tee Bio Fenchel Anis-Kümmel,Rewe,,,
REWE Bio Kaffeesahne 10% Fett 165g,"0,99 €",165g (1 kg = 6 €),False,"Kaffee, Tee & Kakao",6.0,4.7542,3.7172,0.0,6.4486,3.1652,"{'unit': 'calories', 'value': 115.806}",4.7542,60.103,10.9105,3.0437,1.51683,32.3016,9.5435,0.277778,0.5057,135.007,6.78033,100.0,0.4176,116.0,Kaffeesahne 10 % Fett,,1.45008,,
"REWE Bio Kräutertee 35g, 20 Beutel","0,99 €","35g (1 kg = 28,29 €)",False,"Kaffee, Tee & Kakao",28.29,0.0,,,,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,,,,,,0.0,,,,,1.0,,0.0,Kräutertee,Rewe,,,
suchard express Kakao 400g,"2,29 €","400g (1 kg = 5,73 €)",False,"Kaffee, Tee & Kakao",5.73,14.0,1.9,,16.0,23.0,"{'unit': 'calories', 'value': 405.0}",14.0,,,,,,20.0,,,,,1.0,,405.0,Kakao,suchard express,,,
"Meßmer Pfefferminze 56g, 25 Beutel","2,35 €","56,25g (1 kg = 41,78 €)",False,"Kaffee, Tee & Kakao",41.78,,,,,,"{'unit': 'calories', 'value': 1.0}",,,,,,,,,,,,1.0,,1.0,Pfefferminze,Messmer,,,
"Meßmer Feinster Earl Grey 44g, 25 Beutel","2,35 €","43,75g (1 kg = 53,71 €)",False,"Kaffee, Tee & Kakao",53.71,0.2,,,,0.1,"{'unit': 'calories', 'value': 2.0}",0.2,,,,,,0.0,,,,,1.0,,2.0,Earl Grey frich-pikant,Meßmer,,,
Bärenmarke Die Ergiebige Kondensmilc...,"1,69 €","340g (1 kg = 4,97 €)",False,"Kaffee, Tee & Kakao",4.97,9.8,9.8,,6.7,5.9,"{'unit': 'calories', 'value': 153.0}",9.8,90.55,,,,,10.0,,,,,1.0,,153.0,Kondensmilch - Die Ergiebige 10%,Bärenmarke,,,
Lavazza Crema e Gusto 250g,"3,99 €","250g (1 kg = 15,96 €)",False,"Kaffee, Tee & Kakao",15.96,2.0,0.0,0.0,0.0,0.8,"{'unit': 'calories', 'value': 12.0}",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,crema e gusto,lavazza,,,
"Teekanne Fenchel-Anis-Kümmeltee 60g, 20...","1,99 €","60g (1 kg = 33,17 €)",False,"Kaffee, Tee & Kakao",33.17,0.2,0.2,0.0,0.2,0.2,"{'unit': 'calories', 'value': 2.5}",0.2,10.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,3.0,"Fenchel, Anis und Kümmeltee",Teekanne,,,
REWE Bio Milder Früchtetee 44g,"0,99 €","44g (1 kg = 22,50 €)",False,"Kaffee, Tee & Kakao",22.5,8.1,0.0,0.0,0.0,0.5,"{'unit': 'calories', 'value': 34.0}",8.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,34.0,früchtetee,rewe,,,
REWE Beste Wahl Brasil ganze Bohne 1kg,"9,99 €",1000g,False,"Kaffee, Tee & Kakao",,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 10.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Kolumbien Ganze Bohne,Rewe Beste Wahl,,,
REWE Beste Wahl Kondensmilch 4% Fett...,"0,69 €","200g (1 kg = 3,45 €)",False,"Kaffee, Tee & Kakao",3.45,7.5,7.5,0.0,13.0,2.5,"{'unit': 'calories', 'value': 225.0}",7.5,90.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,Sprühsahne 21%Fett,Rewe Beste Wahl,,,
"Teekanne Fruchtige Waldbeere 50g, 20...","1,99 €","50g (1 kg = 39,80 €)",False,"Kaffee, Tee & Kakao",39.8,,,,,,,,,,,,,,,,,,,,,,,,,
Bärenmarke Der Genussvolle Traum 8...,"1,29 €","170g (1 kg = 7,59 €)",False,"Kaffee, Tee & Kakao",7.59,9.4,9.4,0.0,5.4,6.4,"{'unit': 'calories', 'value': 135.0}",9.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,135.0,genussvolle Traum 8%,Bärenmarke,,,
"Cupper Bio Tee Be Happy 40g, 20 Beutel","2,79 €","40g (1 kg = 69,75 €)",True,"Kaffee, Tee & Kakao",69.75,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Weißer Tee,Cupper,,,
"REWE Bio Pfefferminztee 30g, 20 Beutel","1,29 €",30g (1 kg = 43 €),False,"Kaffee, Tee & Kakao",43.0,0.2,0.0,0.0,0.0,0.1,"{'unit': 'calories', 'value': 2.0}",0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Pfefferminztee,Rewe Bio,,,
"Jacobs Kaffeekapseln Lungo 8 Intenso, 20...","4,99 €","104g (1 kg = 47,98 €)",False,"Kaffee, Tee & Kakao",47.98,0.0,6.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,lungo,jacobs,,,
Teekanne Ingwer Tee 36g 18 Beutel,"1,99 €","36g (1 kg = 55,28 €)",False,"Kaffee, Tee & Kakao",55.28,0.3,0.2,0.0,0.0,0.2,"{'unit': 'calories', 'value': 2.0}",0.3,,,,,,0.0,,,,,1.0,,2.0,Orange Ingwer Tee,Teekanne,,,
Meßmer Fenchel-Anis-Kümmel 50g,"2,35 €",50g (1 kg = 47 €),False,"Kaffee, Tee & Kakao",47.0,0.4,0.1,0.0,0.0,0.0,"{'unit': 'calories', 'value': 2.0}",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Fenchel-Anis-Kümmel,Meßmer,,,
"Teekanne Spritziger Ingwer-Lemon 35g, 20...","1,99 €","35g (1 kg = 56,86 €)",False,"Kaffee, Tee & Kakao",56.86,0.1,0.1,,0.1,0.1,"{'unit': 'calories', 'value': 1.0}",0.1,10.0,,,,,0.1,,,,,1.0,,1.0,Ingwer Lemon,Teekanne,,,
Lavazza Caffè Espresso 250g,"4,99 €","250g (1 kg = 19,96 €)",False,"Kaffee, Tee & Kakao",19.96,0.0,0.0,0.0,0.027,0.036,"{'unit': 'calories', 'value': 0.6}",0.0,14.0,0.0,0.0,0.0,0.0,0.054,0.0,0.027,34.5,0.0,1.0,0.0,1.0,Caffè Espresso,Lavazza,,,
Bärenmarke Kondensmilch 12% Fet...,"1,39 €","170g (1 kg = 8,18 €)",False,"Kaffee, Tee & Kakao",8.18,9.0,0.0,0.0,0.0,6.0,"{'unit': 'calories', 'value': 135.0}",9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,135.0,Kondensmilch,Bärenmarke,,,
"Meßmer Feinster Grüner Tee 44g, 25 Beutel","2,35 €","43,75g (1 kg = 53,71 €)",False,"Kaffee, Tee & Kakao",53.71,0.4,,0.0,0.0,0.0,"{'unit': 'calories', 'value': 2.0}",0.4,0.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,2.0,Feinster Grüner Tee,Meßmer,,,
Yogi Tea Bio Tee Kurkuma Chai 34g 17...,"2,49 €","34g (1 kg = 73,24 €)",True,"Kaffee, Tee & Kakao",73.24,0.0,,,,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,,,,,,0.0,,,,,1.0,,0.0,Kurkuma Chai,Yogi Tea,,,
Dovgan Gezuckerte Kondensmilch 397g,"1,99 €","397g (1 kg = 5,01 €)",False,"Kaffee, Tee & Kakao",5.01,57.0,57.0,,6.0,7.0,"{'unit': 'calories', 'value': 328.0}",57.0,,,,,,8.0,,,,,1.0,,328.0,gezuckerte Kondensmilch,Dovgan gezuckerte Kondensmilch,,,
Nescafé Gold Löslicher Kaffee 200g,"9,99 €","200g (1 kg = 49,95 €)",False,"Kaffee, Tee & Kakao",49.95,8.9,,,,6.5,"{'unit': 'calories', 'value': 64.0}",8.9,,,,,,0.2,,,,,1.0,,64.0,löslicher Kaffee,Ja Gold löslicher Kaffee,,,
Lavazza Espresso Cremoso 1kg,"15,99 €",1000g,False,"Kaffee, Tee & Kakao",,0.0,,,0.092,0.12,"{'unit': 'calories', 'value': 2.0}",0.0,14.0,,,0.3,,0.18,,0.092,,,1.0,,2.0,Espresso,Lavazza,,,
"Meßmer Kamille 37,5g, 25 Beutel","2,35 €","37,50g (1 kg = 62,67 €)",False,"Kaffee, Tee & Kakao",62.67,0.2,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 1.0}",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Kamille-Fenchel,Meßmer,,,
"Yogi Tea Bio Tee Classic 37,4g 17 Beutel","2,49 €","37,40g (1 kg = 66,58 €)",True,"Kaffee, Tee & Kakao",66.58,,,,,,,,,,,,,,,,,,,,,,,,,
