Non Nutrient Data.Image URL,Non Nutrient Data.Original Name,Non Nutrient Data.Unit,Non Nutrient Data.Amount,Non Nutrient Data.Price per Unit,Non Nutrient Data.Weight per Unit (g),Non Nutrient Data.Price per 100g,Non Nutrient Data.Regulated Name,Non Nutrient Data.Regulated Name English,Non Nutrient Data.FDC Name,Non Nutrient Data.Food Category,Energy.Energy [KCAL],Macronutrient.Carbohydrate [G],Macronutrient.Fiber [G],Macronutrient.Protein [G],Macronutrient.Saturated Fat [G],Macronutrient.Total Fat [G],Micronutrient.Calcium [MG],Micronutrient.Choline [MG],Micronutrient.Copper [MG],Micronutrient.Folate [UG],Micronutrient.Iron [MG],Micronutrient.Magnesium [MG],Micronutrient.Manganese [MG],Micronutrient.Niacin [MG],Micronutrient.Omega 3 (ALA) [G],Micronutrient.Omega 6 [G],Micronutrient.Phosphorus [MG],Micronutrient.Potassium [MG],Micronutrient.Riboflavin [MG],Micronutrient.Selenium [UG],Micronutrient.Sodium [MG],Micronutrient.Thiamin [MG],Micronutrient.Vitamin A [UG],Micronutrient.Vitamin B-12 [UG],Micronutrient.Vitamin B-6 [MG],Micronutrient.Vitamin C [MG],Micronutrient.Vitamin E [MG],Micronutrient.Zinc [MG],Micronutrient.Omega 3 (EPA + DHA) [G],Micronutrient.Vitamin K [UG],Non Nutrient Data.Fullness Factor,Insulin Index,Insulin Index Food Name,Non Nutrient Data.Preparation Time
"https://img.rewe-static.de/0072489/2089770_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Wilhelm Brandenburg Kalbfleisch-Leberwurst...,100g,1.5,1.53,100.0,1.53,"Leberwurst, Kalbfleisch, roh","Liver sausage, veal, raw","Liver sausage, liverwurst, pork",Sausages and Luncheon Meats,321.7,2.2,0.0,14.1,10.6,28.5,26.0,0.0,0.24,30.0,6.4,12.0,0.155,4.3,0.7235,0.0,230.0,170.0,1.03,58.0,860.0,0.272,8308.0,13.46,0.19,0.0,0.0,2.3,0.0,0.0,1.8868589250004173,16,Bologna sausage,"Leberwurst, Schweineleber"
"https://img.rewe-static.de/9026102/41793427_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Müller Kalinka Kefir pur 500ml,100g,5.0,0.26,100.0,0.26,"Kefir, pur","Kefir, plain","Kefir, lowfat, plain, LIFEWAY",Dairy and Egg Products,43.42,4.77,0.0,3.79,0.658,1.02,130.0,15.2,0.009,13.0,0.04,12.0,0.005,0.15,0.458,0.0103333333333333,105.0,164.0,0.135,3.6,40.0,0.03,171.0,0.145,0.058,0.2,0.01,0.46,0.0,0.1,3.7833164649753326,34,"Milk, low-fat","Kefir, fettarm, natur, LIFEWAY"
"https://img.rewe-static.de/0672107/8883550_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Abraham Schwarzwälder Schinken geräuchert 80g,100g,0.8,2.49,100.0,2.49,"Schinken, geräuchert","Ham, smoked","Ham, honey, smoked, cooked",Sausages and Luncheon Meats,122.13,7.27,0.0,17.93,0.87,2.37,6.0,0.0,0.041,2.0,0.39,8.0,0.028,2.276,0.0,0.0,384.0,165.0,0.101,10.4,900.0,0.402,0.0,0.38,0.231,0.6,0.0,0.91,0.0,0.0,2.956716094297738,19,Ham,"Schinken, Honig, geräuchert, gekocht"
"https://img.rewe-static.de/8277549/29192432_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Mini Berner Würstchen Schwein 185g,100g,1.85,1.89,100.0,1.89,"Würstchen, Schwein, roh","Sausages, pork, raw","Sausage, turkey, fresh, raw",Sausages and Luncheon Meats,149.76,0.47,0.0,18.79,1.963,8.08,19.0,0.0,0.086,5.0,1.17,19.0,0.021,4.6,0.6093333333333333,0.01,177.0,262.0,0.234,0.0,593.0,0.077,13.0,1.3,0.431,2.3,0.13,3.06,0.0,0.0,2.8039684015667032,16,Bologna sausage,"Wurst, Truthahn, frisch, roh"
"https://img.rewe-static.de/7716884/37817440_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Zentis Nusspli Original 400g,100g,4.0,0.72,100.0,0.72,Nusspli,Nut spread,Chicken spread,Sausages and Luncheon Meats,246.28,4.05,0.3,18.01,3.23,17.56,16.0,0.0,0.04,3.0,0.87,12.0,0.012,2.748,0.862,0.0,89.0,106.0,0.114,10.8,722.0,0.009,30.0,0.13,0.15,0.0,0.0,1.15,0.0,0.0,2.361615939045204,41,Chicken fingers,Hühneraufstrich
"https://img.rewe-static.de/8933690/37846825_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Haferkleie 500g,100g,5.0,0.38,100.0,0.38,Haferkleie,Oat bran,"Oat bran, raw",Cereal Grains and Pasta,397.35,66.22,15.4,17.3,1.328,7.03,58.0,32.2,0.403,52.0,5.41,235.0,5.63,0.934,0.89,0.0,734.0,566.0,0.22,45.2,4.0,1.17,0.0,0.0,0.165,0.0,0.505,3.11,0.0,3.2,3.1776538289679777,75,Oat,"Haferkleie, roh"
"https://img.rewe-static.de/8411542/31408519_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",BE-KIND Honey Roasted Nuts & Sea Salt 40g,100g,0.4,4.97,100.0,4.97,"Nüsse, Honig geröstet, Meersalz","Nuts, honey roasted, sea salt","Nuts, almonds, oil roasted, lightly salted",Nut and Seed Products,652.1700000000001,17.68,10.5,21.23,4.207,55.17,291.0,52.1,0.955,27.0,3.68,274.0,2.46,3.665,1.0725,0.0,466.0,699.0,0.781,4.1,143.0,0.092,0.0,0.0,0.118,0.0,25.97,3.07,0.0,0.0,1.9332740898083527,15,"Peanuts, salted, roasted","Nüsse, Mandeln, ölgeröstet, leicht gesalzen"
"https://img.rewe-static.de/4240936/6554940_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Wiltmann Feinschmecker-Salami...,100g,0.8,2.74,100.0,2.74,"Salami, roh","Salami, raw","Salami, cooked, beef",Sausages and Luncheon Meats,257.79999999999995,1.9,0.0,12.6,9.865,22.2,6.0,57.5,0.19,2.0,2.2,13.0,0.046,3.238,0.812,0.0,205.0,188.0,0.189,14.6,1140.0,0.103,0.0,1.53,0.18,0.0,0.095,1.77,0.0,1.3,2.023212864151945,16,Bologna sausage,"Salami, gekocht, Rindfleisch"
"https://img.rewe-static.de/8793380/36096756_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Regional Hähnchen Unterschenk...,100g,6.0,0.67,100.0,0.67,"Hähnchen, Unterschenkel, roh","Chicken, drumsticks, raw","Chicken, skin (drumsticks and thighs), raw",Poultry Products,439.55,0.79,0.0,9.58,12.102,44.23,6.0,28.3,0.038,2.0,0.37,8.0,0.014,2.565,0.4483333333333333,2.7593333333333327,95.0,119.0,0.032,10.1,51.0,0.04,59.0,0.325,0.116,0.0,0.135,0.65,0.014,0.4,1.0575651261183827,19,"Chicken, panfried, with skin","Hähnchen, Haut (Hüften und Schenkel), roh"
"https://img.rewe-static.de/0195987/24569608_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Ananas klein extra sweet 1 Stück,Stück,1.0,1.99,1200.0,0.1658333333333333,"Ananas, roh","Pineapple, raw","Pineapple, raw, all varieties",Fruits and Fruit Juices,55.72,13.12,1.4,0.54,0.009,0.12,13.0,5.5,0.11,18.0,0.29,12.0,0.927,0.5,0.018,0.0,8.0,109.0,0.032,0.1,1.0,0.079,3.0,0.0,0.112,47.8,0.01,0.12,0.0,0.7,3.145625518114929,59,"Banana, raw, peeled","Ananas, roh, alle Sorten"
"https://img.rewe-static.de/1007433/21403678_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Broccoli 500g,100g,5.0,0.3,300.0,0.3,"Broccoli, roh","Broccoli, raw","Broccoli, raw",Vegetables and Vegetable Products,41.17,6.64,2.6,2.82,0.114,0.37,47.0,18.7,0.049,63.0,0.73,21.0,0.21,0.639,0.0736666666666666,0.0,66.0,316.0,0.117,2.5,33.0,0.071,31.0,0.0,0.175,89.2,0.39,0.41,0.0,101.6,3.858637473969296,29,Broccoli,"Brokkoli, roh"
